"","RecordedDate","rfq_1","rfq_2","rfq_3","rfq_4","rfq_5","rfq_6","rfq_7","rfq_8","rfq_9","rfq_10","rfq_11","prom.str","prev.str","promdom.str","age","gender","language","ethnicity","location","education","income","pol_orient"
"143","12/3/19 7:48",4,3,4,3,4,3,3,3,3,4,3,-1.05535184264356,-1.57870198704659,0.523350144403032,25,"Male","English","White","VA","Bachelor's","$70K-$100K","Liberal"
"144","12/3/19 7:49",1,3,5,3,3,2,4,1,2,5,1,-7.18056323400072,-5.48198285053724,-1.69858038346348,37,"Female","English","Multiracial","TX","Associate's","$70K-$100K","Slightly Conservative"
"145","12/3/19 7:53",2,3,1,5,4,2,4,2,4,3,4,-2.89137675628246,-2.77390447461308,-0.117472281669382,34,"Female","English","Multiracial","NE","Bachelor's","$100K-$250K","Moderate"
"146","12/3/19 7:53",3,1,3,3,5,1,3,1,1,3,1,-3.87435559712556,-3.0357783044037,-0.838577292721851,35,"Female","English","White","NE","Bachelor's","$20K-$40K","Very Liberal"
"147","12/3/19 7:54",3,3,4,2,4,3,5,3,4,2,2,-4.08870925462691,-4.37167186363994,0.282962609013032,34,"Male","English","White","GA","Some College","No Response","Moderate"
"148","12/3/19 7:54",4,2,3,1,5,3,3,1,3,1,1,-3.47781105427679,-3.16700419993602,-0.310806854340765,36,"Male","English","White","MS","Some College","$100K-$250K","Slightly Conservative"
"149","12/3/19 7:54",3,3,5,3,5,3,3,4,4,3,2,-4.86778716005462,-3.24356292703373,-1.6242242330209,23,"Male","English","Hispanic","ID","Some College","$40K-$70K","Moderate"
"150","12/3/19 7:54",5,3,3,3,4,3,4,2,1,5,1,-3.46468961171538,-3.30808928407859,-0.156600327636784,31,"Male","English","Multiracial","TX","Bachelor's","$40K-$70K","Moderate"
"151","12/3/19 7:55",3,3,3,3,3,3,4,2,2,4,2,-1.94989798502987,-1.48303502152281,-0.466862963507062,41,"Female","English","White","PA","Master's","$70K-$100K","Liberal"
"152","12/3/19 7:56",2,3,4,3,4,3,4,2,2,4,2,-3.44502337109667,-3.21323837651476,-0.231784994581908,49,"Female","English","Asian","NJ","Bachelor's","$70K-$100K","Liberal"
"153","12/3/19 7:57",4,2,3,3,4,1,5,2,1,4,1,-3.47078786682863,-4.11186967629053,0.641081809461898,38,"Female","English","Multiracial","OR","Associate's","$20K-$40K","Slightly Conservative"
"154","12/3/19 8:01",4,1,3,2,4,3,3,3,3,2,3,-6.80587697565678,-6.05449032201081,-0.751386653645977,54,"Female","English","White","VA","Bachelor's","$70K-$100K","Liberal"
"155","12/3/19 8:02",3,2,3,2,4,2,3,2,3,3,2,-3.63192930419127,-3.24078242633667,-0.391146877854601,30,"Female","English","White","NY","Master's","$70K-$100K","Very Liberal"
"156","12/3/19 8:03",3,2,4,1,4,2,3,4,4,3,3,-4.76327386280111,-6.37110414979088,1.60783028698977,71,"Male","English","White","MI","Bachelor's","$20K-$40K","Slightly Conservative"
"157","12/3/19 8:03",3,5,4,5,2,5,4,4,3,3,4,-3.74182981145553,-3.13223667782362,-0.609593133631918,37,"Female","English","White","FL","High School","$20K-$40K","Very Liberal"
"158","12/3/19 8:03",3,3,4,3,3,3,4,3,3,4,2,-6.86974211639999,-6.67050441538342,-0.199237701016578,56,"Female","English","Other","NC","Bachelor's","$70K-$100K","Slightly Liberal"
"159","12/3/19 8:03",2,1,3,2,4,2,3,2,3,4,2,-5.22545941729577,-3.03617021531827,-2.1892892019775,36,"Female","English","White","MI","Bachelor's","$20K-$40K","Conservative"
"160","12/3/19 8:04",4,3,3,3,4,3,2,3,4,2,4,-6.50230973166634,-3.69286955837665,-2.80944017328969,47,"Female","English","White","IA","Associate's","$70K-$100K","Slightly Conservative"
"161","12/3/19 8:05",3,3,5,3,4,3,4,3,2,3,1,-3.97204199875468,-3.79856233520626,-0.173479663548416,36,"Female","English","White","NY","Some College","$20K-$40K","Slightly Liberal"
"162","12/3/19 8:06",1,3,5,3,5,3,4,1,2,5,1,-3.6997318085222,-4.26800261578129,0.568270807259094,65,"Female","English","White","WA","Some College","$20K-$40K","Very Conservative"
"163","12/3/19 8:06",4,3,4,4,4,3,3,3,3,2,2,-3.80037375345931,-3.23525992333113,-0.565113830128179,34,"Male","English","Multiracial","WI","Some College","$20K-$40K","Slightly Conservative"
"164","12/3/19 8:09",3,4,4,5,3,4,5,2,2,5,1,-4.46532410652728,-3.7271388024067,-0.738185304120579,64,"Male","English","White","TX","Some College","$40K-$70K","Liberal"
"165","12/3/19 8:11",3,2,3,1,4,2,4,3,2,5,1,-4.75995340880224,-3.97889623061831,-0.78105717818393,33,"Female","English","White","IL","Some College","$70K-$100K","Moderate"
"166","12/3/19 8:11",2,2,3,3,4,2,3,2,3,4,4,-6.16985667595521,-5.99893021280438,-0.170926463150828,54,"Female","English","White","MA","Associate's","$70K-$100K","Slightly Liberal"
"167","12/3/19 8:11",2,1,3,2,5,2,4,3,2,4,1,-4.02731905165501,-3.06749963802809,-0.959819413626912,38,"Male","English","White","OH","Some College","$40K-$70K","Slightly Conservative"
"168","12/3/19 8:11",2,1,3,1,5,1,3,1,2,5,1,-3.94564690411046,-4.33012697552606,0.384480071415603,30,"Female","English","White","PA","Bachelor's","$40K-$70K","Liberal"
"169","12/3/19 8:12",1,1,5,1,5,1,5,1,1,5,1,-3.18148020493428,-2.68272057071695,-0.498759634217333,30,"Male","English","White","FL","Bachelor's","$20K-$40K","Slightly Liberal"
"170","12/3/19 8:13",4,2,4,2,4,2,4,3,4,4,2,-1.72327571173899,-1.52179657906594,-0.201479132673047,39,"Male","English","White","FL","Bachelor's","$70K-$100K","Slightly Liberal"
"171","12/3/19 8:14",2,3,5,3,4,3,4,3,2,3,1,-4.53748457487837,-3.80753724631277,-0.729947328565602,34,"Male","English","Multiracial","TX","Associate's","$40K-$70K","Moderate"
"172","12/3/19 8:17",4,1,3,1,4,1,3,2,4,2,5,-4.28102998689541,-3.28537972726959,-0.995650259625816,34,"Male","English","White","MN","Some College","$0-$10K","Very Liberal"
"173","12/3/19 8:17",3,2,4,3,4,3,5,3,2,2,1,-3.83121813792356,-2.28824153457351,-1.54297660335005,53,"Male","English","Native American","IN","Some College","$10K-$20K","Slightly Conservative"
"174","12/3/19 8:17",3,4,5,5,3,5,4,3,3,4,1,-4.86957974403853,-2.9768503402631,-1.89272940377544,42,"Female","English","White","MS","Associate's","$70K-$100K","Liberal"
"175","12/3/19 8:18",3,4,4,5,3,2,4,4,5,4,4,-3.58107067479816,-3.75458146179613,0.173510786997967,26,"Female","English","White","IN","Some College","$20K-$40K","Slightly Conservative"
"176","12/3/19 8:19",5,1,5,1,5,1,5,1,1,5,1,-2.02952601399211,-2.3340504523613,0.304524438369188,43,"Female","English","White","MS","Bachelor's","$70K-$100K","Very Conservative"
"177","12/3/19 8:24",1,3,4,2,4,2,4,3,2,4,2,-4.63866510084039,-3.52061750201286,-1.11804759882753,38,"Female","English","White","MI","Associate's","$100K-$250K","Slightly Liberal"
"178","12/3/19 8:25",2,3,4,3,4,3,3,4,3,4,3,-4.39381859089704,-2.90562842068035,-1.48819017021669,32,"Female","English","Multiracial","MI","Associate's","$40K-$70K","Slightly Liberal"
"179","12/3/19 8:25",2,2,4,2,4,2,4,3,2,4,1,-3.52318273031515,-3.33974956290374,-0.183433167411411,32,"Male","English","White","IL","Bachelor's","$70K-$100K","Liberal"
"180","12/3/19 8:27",2,2,4,3,4,3,3,2,2,4,2,-1.54513518372495,-1.95011322102441,0.404978037299462,34,"Male","English","White","NJ","Master's","$40K-$70K","Slightly Liberal"
"181","12/3/19 8:30",2,3,5,3,3,3,5,2,2,5,5,-4.1995932988597,-3.33459335397768,-0.864999944882014,38,"Female","English","White","TX","Bachelor's","$40K-$70K","Very Liberal"
"182","12/3/19 8:30",3,4,3,3,4,3,5,4,3,4,4,-4.47229152379559,-5.95707498299916,1.48478345920357,42,"Female","English","White","TX","Some College","$10K-$20K","No Response"
"183","12/3/19 8:30",4,3,4,3,4,3,4,1,2,5,1,-5.16848120316911,-4.56217237249899,-0.606308830670122,51,"Male","English","White","NY","Some College","$40K-$70K","Slightly Liberal"
"184","12/3/19 8:32",4,1,5,1,5,1,5,2,2,4,1,-2.16736192713425,-2.28493679725008,0.117574870115821,22,"Male","English","White","NC","Bachelor's","$100K-$250K","Liberal"
"185","12/3/19 8:33",1,2,4,3,4,2,4,3,2,5,1,-2.20984363790628,-1.9059724141418,-0.303871223764479,30,"Female","English","White","CT","Bachelor's","$100K-$250K","Slightly Conservative"
"186","12/3/19 8:38",4,1,4,2,3,3,4,3,2,3,4,-3.25271663007745,-3.42155962596676,0.168842995889314,30,"Male","English","Black","LA","Associate's","$20K-$40K","Liberal"
"187","12/3/19 8:39",1,4,5,4,3,3,5,2,1,5,1,-2.76803963711388,-3.49836541743147,0.730325780317598,45,"Male","English","Multiracial","PA","Some College","$40K-$70K","Moderate"
"188","12/3/19 8:39",1,2,5,3,3,3,4,2,1,5,1,-2.95051378042634,-2.33680904218198,-0.613704738244361,33,"Female","English","White","MI","Bachelor's","$70K-$100K","Liberal"
"189","12/3/19 8:42",3,4,5,5,4,5,4,3,2,5,1,-3.69352648411688,-3.44093618357387,-0.252590300543014,40,"Female","English","White","NC","Bachelor's","$40K-$70K","Slightly Liberal"
"190","12/3/19 8:45",3,3,3,2,4,2,5,3,3,2,4,-2.06257735249253,-0.825973889541576,-1.23660346295095,32,"Male","English","White","RI","Associate's","$10K-$20K","Slightly Conservative"
"191","12/3/19 8:46",4,3,5,5,3,5,5,5,3,3,1,-4.56783077509382,-4.16622120459942,-0.401609570494396,42,"Female","English","Multiracial","FL","Some College","No Response","Liberal"
"192","12/3/19 8:52",5,1,3,2,5,3,5,1,5,3,4,-4.52108075413125,-4.67484801567768,0.153767261546431,28,"Male","English","Black","NY","Bachelor's","$70K-$100K","Very Liberal"
"193","12/3/19 8:54",1,3,5,3,3,3,4,3,1,5,5,-5.20314670116985,-4.60101977922327,-0.60212692194658,40,"Male","English","White","FL","Associate's","$40K-$70K","Slightly Liberal"
"194","12/3/19 8:57",4,3,3,4,2,4,5,3,4,3,4,-2.45375396563676,-2.87515235996821,0.421398394331449,31,"Female","English","White","OH","Associate's","$20K-$40K","Liberal"
"195","12/3/19 8:57",1,1,4,4,4,1,5,1,1,4,1,-4.54047685267487,-4.79065918232822,0.250182329653347,30,"Female","English","Black","VA","Some College","$20K-$40K","Liberal"
"196","12/3/19 8:58",3,5,3,4,2,5,4,4,4,4,4,-3.98973420614532,-2.85396981625775,-1.13576438988758,27,"Male","English","White","TX","Bachelor's","$40K-$70K","Slightly Liberal"
"197","12/3/19 8:58",1,2,5,3,4,2,5,2,2,5,1,-4.10349496523109,-3.05804117789815,-1.04545378733294,36,"Female","English","White","IN","Associate's","$100K-$250K","Very Conservative"
"198","12/3/19 9:05",3,3,3,3,3,3,2,2,3,3,2,-4.57534589802423,-3.53261533209306,-1.04273056593118,40,"Female","English","White","FL","High School","$0-$10K","Slightly Liberal"
"199","12/3/19 9:07",1,4,3,5,3,3,5,3,2,5,2,-3.6033044070904,-3.6474242332222,0.0441198261317979,33,"Female","English","White","CA","Bachelor's","$40K-$70K","Conservative"
"200","12/3/19 9:10",3,3,4,2,4,3,4,3,3,3,1,-6.25752870761556,-5.537320401558,-0.72020830605756,50,"Female","English","White","TN","Some College","$20K-$40K","Liberal"
"201","12/3/19 9:11",3,4,4,4,4,3,4,2,4,3,1,-5.95089529176058,-5.83495171182196,-0.115943579938623,54,"Male","English","White","NM","Bachelor's","$70K-$100K","Conservative"
"202","12/3/19 9:12",3,1,4,1,5,1,4,1,3,3,3,-4.99265242726956,-3.0214896470476,-1.97116278022196,48,"Female","English","White","IA","Some College","$100K-$250K","Very Conservative"
"203","12/3/19 9:14",3,4,2,4,3,3,2,5,3,3,4,-3.25155415546584,-3.30359869066155,0.0520445351957051,28,"Male","English","White","CA","Bachelor's","$40K-$70K","Very Liberal"
"204","12/3/19 9:16",2,3,3,4,3,3,4,3,2,3,3,-4.08611919824369,-3.52176662924117,-0.564352569002515,39,"Female","English","White","FL","Bachelor's","$70K-$100K","Conservative"
"205","12/3/19 9:18",2,1,5,2,4,3,5,3,2,3,1,-5.4332977921686,-5.07511716090224,-0.35818063126636,40,"Female","English","Black","FL","Bachelor's","$20K-$40K","Slightly Conservative"
"206","12/3/19 9:19",4,5,3,5,2,5,3,4,2,4,2,-3.61659163103964,-3.5496113240212,-0.0669803070184423,35,"Female","English","Black","TN","Some College","$20K-$40K","Very Liberal"
"207","12/3/19 9:21",3,3,4,3,4,3,3,4,3,4,2,-4.46379946174053,-4.63737299587884,0.173573534138313,55,"Female","English","White","WA","Bachelor's","$0-$10K","Slightly Conservative"
"208","12/3/19 9:22",5,3,3,4,2,4,5,3,2,5,3,-3.37444284112006,-2.94073982242393,-0.433703018696133,30,"Female","English","Multiracial","VT","Master's","$20K-$40K","Very Liberal"
"209","12/3/19 9:22",3,1,5,1,5,1,5,1,1,4,1,-1.8162603470418,-1.75878307075847,-0.057477276283326,24,"Female","English","Multiracial","NY","Associate's","$20K-$40K","Very Liberal"
"210","12/3/19 9:23",5,5,5,5,1,5,5,3,2,3,1,-4.12539906814353,-3.88168636803163,-0.243712700111905,38,"Male","English","Black","TX","Some College","$20K-$40K","Very Conservative"
"211","12/3/19 9:23",3,2,3,4,3,2,5,1,4,3,1,-3.47892703638326,-3.65299345713773,0.174066420754468,32,"Male","English","White","VT","Bachelor's","$20K-$40K","Very Liberal"
"212","12/3/19 9:25",2,2,4,3,3,3,4,4,2,4,3,-3.38713019773198,-2.61268995299299,-0.774440244738991,34,"Male","English","White","PA","Some College","$20K-$40K","Slightly Liberal"
"213","12/3/19 9:28",2,4,3,2,3,5,3,2,4,4,2,-1.72246558505206,-2.38556259593342,0.663097010881357,23,"Male","English","Hispanic","TX","High School","$40K-$70K","Very Conservative"
"214","12/3/19 9:29",4,2,3,2,4,1,3,3,4,2,2,-3.49247174883947,-2.54625763756424,-0.94621411127523,32,"Female","English","Asian","CA","Some College","$20K-$40K","Liberal"
"215","12/3/19 9:30",4,2,3,2,5,1,3,3,2,4,4,-3.66519928373164,-2.32502445699734,-1.3401748267343,37,"Female","English","White","MO","Some College","$40K-$70K","Very Liberal"
"216","12/3/19 9:30",2,3,4,2,4,3,4,1,3,4,2,-6.27483455366078,-5.68980093440193,-0.585033619258859,44,"Female","English","White","OH","Bachelor's","$20K-$40K","Slightly Conservative"
"217","12/3/19 9:31",3,4,3,4,4,3,5,3,3,3,5,-1.11702064836115,-1.70349743948849,0.586476791127336,23,"Male","English","Hispanic","TX","Some College","$20K-$40K","Conservative"
"218","12/3/19 9:31",3,5,5,4,3,4,5,5,3,5,1,-5.89431673651318,-5.30445407314698,-0.589862663366199,49,"Male","English","White","TX","High School","$40K-$70K","Moderate"
"219","12/3/19 9:32",3,2,3,4,4,3,3,3,2,3,3,-3.98144986558008,-2.88174975499216,-1.09970011058792,25,"Male","English","Asian","CA","Master's","$100K-$250K","Liberal"
"220","12/3/19 9:36",2,1,3,5,5,5,4,1,3,3,2,-4.38203469833855,-6.01408974930244,1.63205505096389,33,"Female","English","White","WA","Some College","$20K-$40K","Very Conservative"
"221","12/3/19 9:37",4,2,3,2,4,2,3,4,5,2,1,-3.73386350581177,-3.58373513400426,-0.150128371807507,32,"Male","English","White","FL","Some High School","$20K-$40K","Very Liberal"
"222","12/3/19 9:39",4,3,5,3,4,2,5,3,3,5,1,-2.96040114434688,-3.33078021184521,0.370379067498337,43,"Female","English","Multiracial","PA","Master's","$70K-$100K","Very Liberal"
"223","12/3/19 9:40",4,1,3,1,5,1,3,3,4,2,4,-4.84096785475473,-5.32196253437638,0.480994679621653,53,"Male","English","White","","Master's","$20K-$40K","Moderate"
"224","12/3/19 9:41",1,1,5,2,5,1,5,1,1,4,1,-3.69953204832548,-3.00317792927694,-0.696354119048538,37,"Male","English","White","TX","Associate's","$70K-$100K","Conservative"
"225","12/3/19 9:50",5,3,3,2,5,4,1,2,5,3,4,-2.9632931506543,-2.73343466334834,-0.229858487305961,25,"Male","English","White","CT","High School","$40K-$70K","Very Liberal"
"226","12/3/19 9:50",2,3,4,3,4,3,4,2,2,5,2,-3.70390763985092,-3.45180771803932,-0.252099921811608,34,"Male","English","White","SC","Bachelor's","$100K-$250K","Liberal"
"227","12/3/19 9:50",1,2,3,1,5,1,3,3,3,4,2,-6.09768951587207,-5.64340165348659,-0.454287862385478,37,"Male","English","Asian","NY","Doctorate","$70K-$100K","Slightly Liberal"
"228","12/3/19 9:53",2,1,3,3,4,3,3,2,2,2,2,-0.285871659548076,-1.34956774939781,1.06369608984974,35,"Female","English","White","IL","Bachelor's","$40K-$70K","Very Liberal"
"229","12/3/19 9:56",5,2,1,2,4,2,1,5,5,1,2,NA,NA,-1.01073716194871,52,"Female","English","Other","PA","Bachelor's","$0-$10K","Very Liberal"
"230","12/3/19 9:58",3,3,5,4,4,3,4,4,3,4,5,-4.5373893621754,-3.54319822751745,-0.994191134657945,28,"Male","English","Asian","CO","Some College","$20K-$40K","Moderate"
"231","12/3/19 9:59",3,4,3,5,3,5,5,5,5,5,5,-2.11892167469768,-3.44742219668599,1.32850052198831,22,"Male","English","White","NC","Some College","$100K-$250K","Moderate"
"232","12/3/19 10:03",1,1,5,1,5,1,5,2,1,5,5,-2.91418186888182,-2.93129714375654,0.0171152748747154,31,"Male","English","White","IL","Bachelor's","$100K-$250K","Liberal"
"233","12/3/19 10:07",3,2,4,3,4,3,3,2,2,4,1,-2.56523018768683,-2.5220920211537,-0.0431381665331387,34,"Female","English","Black","FL","Bachelor's","$100K-$250K","Very Liberal"
"234","12/3/19 10:09",4,2,3,4,3,3,4,3,3,4,3,-1.27987245198309,-0.542943812155864,-0.736928639827222,31,"Male","English","White","MI","Bachelor's","$70K-$100K","Very Conservative"
"235","12/3/19 10:17",2,2,3,2,4,2,4,2,2,4,2,-3.56801464475526,-2.706356733934,-0.861657910821255,30,"Male","English","White","NY","Doctorate","$70K-$100K","Liberal"
"236","12/3/19 10:17",4,3,5,3,3,3,5,2,1,5,1,-4.29388119415404,-3.91641897471169,-0.377462219442346,44,"Male","English","White","SC","Bachelor's","$40K-$70K","Moderate"
"237","12/3/19 10:19",3,4,3,5,3,3,2,3,1,3,5,-4.72923937110491,-3.32447753990389,-1.40476183120102,27,"Female","English","White","AL","High School","$20K-$40K","Moderate"
"238","12/3/19 10:21",3,5,5,5,2,5,5,2,2,4,1,-4.05093554712459,-3.78043203629423,-0.270503510830355,35,"Female","English","White","KS","Some College","$40K-$70K","Slightly Conservative"
"239","12/3/19 10:21",2,1,2,1,5,1,3,2,4,1,2,-6.09387024403771,-6.19921379882478,0.105343554787062,66,"Male","English","Asian","CA","Associate's","$20K-$40K","Conservative"
"240","12/3/19 10:22",2,3,2,3,2,3,3,2,1,4,2,-2.02561685361668,-1.48721926200853,-0.538397591608147,24,"Male","English","White","IA","Some College","$0-$10K","Slightly Conservative"
"241","12/3/19 10:23",4,2,2,1,4,2,2,5,5,2,4,-3.02402936073157,-2.16355319322101,-0.860476167510565,34,"Male","English","White","IL","Bachelor's","No Response","Liberal"
"242","12/3/19 10:26",4,3,4,3,3,3,5,2,4,4,1,-3.63912036135319,-3.25532665124643,-0.383793710106753,32,"Male","English","White","OR","Bachelor's","$20K-$40K","Liberal"
"243","12/3/19 10:28",3,4,4,5,3,5,4,4,3,2,1,-5.92617798889425,-6.88538109304434,0.959203104150096,24,"Male","English","White","TX","Some College","$40K-$70K","Moderate"
"244","12/3/19 10:28",4,2,5,3,4,2,3,2,3,3,2,-2.74002074608869,-3.08560868056382,0.34558793447513,27,"Female","English","White","CA","Some College","$70K-$100K","Liberal"
"245","12/3/19 10:35",3,3,5,2,3,3,5,1,1,3,2,-5.78183996582029,-3.48524400733867,-2.29659595848162,39,"Male","English","White","CA","Associate's","$20K-$40K","Slightly Conservative"
"246","12/3/19 10:43",3,2,2,2,4,3,3,4,4,4,4,-3.48737101787684,-4.28510007549694,0.797729057620099,45,"Female","English","Black","NY","Bachelor's","$40K-$70K","Very Liberal"
"247","12/3/19 10:44",3,2,4,2,4,2,3,2,3,3,2,-5.6871405495121,-4.84924938048707,-0.837891169025031,43,"Female","English","White","PA","Associate's","$20K-$40K","Conservative"
"248","12/3/19 10:46",3,1,5,1,5,1,5,1,1,5,1,-3.57049588539584,-4.94596431938492,1.37546843398908,35,"Female","English","White","OH","High School","$40K-$70K","Moderate"
"249","12/3/19 10:51",1,1,3,1,5,1,3,1,1,3,1,-4.26285763478625,-3.96979120507693,-0.293066429709325,32,"Female","English","White","IN","Some College","$20K-$40K","Moderate"
"250","12/3/19 10:53",2,3,3,3,4,3,3,3,4,2,4,-4.88185137171605,-4.57726084244291,-0.304590529273135,29,"Male","English","Black","VA","Bachelor's","No Response","Very Liberal"
"251","12/3/19 10:53",4,2,4,2,4,2,3,3,4,2,2,-4.2534128119067,-4.69166407975993,0.438251267853229,30,"Male","English","White","AR","High School","$0-$10K","Moderate"
"252","12/3/19 10:53",3,2,4,2,4,3,3,3,3,4,1,-3.75736129325873,-4.1411673320033,0.383806038744571,31,"Male","English","White","NJ","Some College","$20K-$40K","Conservative"
"253","12/3/19 11:00",2,3,4,3,3,3,3,2,4,1,4,-3.78034958500052,-2.97299898668803,-0.807350598312488,28,"Male","English","White","FL","High School","$20K-$40K","Moderate"
"254","12/3/19 11:01",2,3,5,3,4,3,4,2,3,5,2,-3.75114951789012,-3.07854561469988,-0.672603903190244,48,"Female","English","White","TX","Bachelor's","$100K-$250K","Conservative"
"255","12/3/19 11:05",3,1,3,1,5,1,4,2,2,3,1,-3.84866054648555,-3.29737332343202,-0.551287223053528,35,"Male","English","Asian","NY","Master's","$100K-$250K","Liberal"
"256","12/3/19 11:08",3,3,4,1,4,1,3,3,2,2,3,-3.5048049188094,-3.30663707371459,-0.198167845094813,28,"Female","English","White","TX","Bachelor's","$20K-$40K","Liberal"
"257","12/3/19 11:12",3,2,3,3,4,3,3,3,3,4,2,-4.21012278372576,-3.44684269001083,-0.763280093714937,31,"Female","English","Asian","NY","Bachelor's","$100K-$250K","Slightly Liberal"
"258","12/3/19 11:12",2,2,5,2,5,2,5,4,2,5,1,-2.70844042716133,-2.35455132096375,-0.353889106197583,28,"Female","English","Black","SC","Some College","$20K-$40K","Liberal"
"259","12/3/19 11:20",4,4,1,4,1,3,4,4,2,2,2,-3.24775314001828,-4.49780270133994,1.25004956132166,34,"Male","English","Black","FL","Bachelor's","$70K-$100K","Slightly Liberal"
"260","12/3/19 11:20",2,3,3,3,3,3,3,3,3,3,3,-4.1268511155714,-1.51868441850866,-2.60816669706274,29,"Male","English","White","NC","High School","$20K-$40K","Moderate"
"261","12/3/19 11:38",1,3,3,2,2,4,4,3,2,4,1,-2.24249909890168,-0.945243663606158,-1.29725543529552,26,"Male","English","White","NC","High School","$10K-$20K","Slightly Conservative"
"262","12/3/19 11:47",2,3,3,4,3,3,2,3,2,4,3,-2.97579703199177,-2.20104561363601,-0.774751418355759,21,"Female","English","White","KY","Some College","$40K-$70K","Moderate"
"263","12/3/19 11:55",3,3,3,3,3,3,3,3,3,3,3,-1.4276392853998,1.04270966730483,-2.47034895270463,27,"Female","English","White","FL","Associate's","$40K-$70K","Slightly Liberal"
"264","12/3/19 11:56",4,2,4,2,4,2,4,1,3,4,1,-3.82709557070446,-4.94038996107444,1.11329439036998,62,"Male","English","White","PA","Bachelor's","$100K-$250K","Liberal"
"265","12/3/19 11:57",3,1,5,4,4,4,3,3,4,2,5,-3.87002331539933,-4.30885759873363,0.438834283334296,37,"Female","English","White","NJ","Bachelor's","$20K-$40K","Liberal"
"266","12/3/19 12:08",3,4,5,5,4,3,4,4,3,5,1,-4.45004535260387,-4.30090653593772,-0.149138816666154,27,"Male","English","White","AL","High School","$70K-$100K","Conservative"
"267","12/3/19 12:12",3,3,4,3,4,3,4,2,2,4,1,-4.15737995659814,-4.26731070025653,0.109930743658385,64,"Female","English","White","FL","Bachelor's","$40K-$70K","Conservative"
"268","12/3/19 12:16",3,4,4,4,3,3,3,2,4,3,5,-4.01143919244529,-3.2860283574716,-0.725410834973686,39,"Male","English","White","AZ","Bachelor's","$40K-$70K","Liberal"
"269","12/3/19 12:22",1,1,5,1,5,1,5,1,1,5,1,-2.62759090095913,-2.49578139915187,-0.131809501807267,32,"Male","English","Black","NC","Bachelor's","$40K-$70K","Slightly Liberal"
"270","12/3/19 12:35",5,5,5,5,1,5,5,5,5,5,5,-1.23106504234106,-0.764953210180749,-0.466111832160314,31,"Female","English","White","CA","Associate's","$40K-$70K","Slightly Liberal"
"271","12/3/19 12:39",4,3,4,3,4,3,3,2,2,4,3,-3.46664190532334,-3.08658908877906,-0.38005281654428,37,"Male","English","White","WI","Some College","$70K-$100K","Conservative"
"272","12/3/19 13:09",2,1,3,1,4,1,4,3,4,2,2,-4.45960910114205,-4.29703714522686,-0.162571955915184,24,"Male","English","White","IL","Some College","$40K-$70K","Liberal"
"273","12/3/19 13:32",1,3,4,1,4,2,3,4,2,5,1,-3.4403930225731,-2.00097038934029,-1.43942263323281,45,"Male","English","White","NY","Some College","$20K-$40K","Very Liberal"
"274","12/3/19 13:42",5,3,2,4,2,3,2,3,4,1,2,-3.71553572937245,-4.13341682205773,0.417881092685272,28,"Female","English","Black","TX","Some College","$40K-$70K","Very Liberal"
"275","12/3/19 14:05",5,2,5,2,4,1,2,3,4,2,4,-5.29802530702533,-4.26983976602648,-1.02818554099885,40,"Female","English","White","OR","Associate's","$40K-$70K","Slightly Liberal"
"276","12/3/19 15:29",3,2,3,3,4,2,5,2,3,2,2,-4.63464807216689,-3.62258754390435,-1.01206052826253,36,"Male","English","Asian","HI","Master's","$70K-$100K","Slightly Liberal"
"277","12/3/19 15:42",2,2,2,2,3,4,3,2,4,4,2,-2.5216601632941,-1.41835194813,-1.1033082151641,34,"Female","English","Black","CA","Bachelor's","$40K-$70K","Very Liberal"
"278","12/3/19 15:47",2,2,5,2,4,2,5,2,2,5,1,-5.5937783862283,-5.22245535722119,-0.371323029007115,34,"Female","English","Hispanic","MO","Bachelor's","$20K-$40K","Liberal"
"279","12/3/19 17:21",1,1,4,1,5,1,4,1,2,4,2,-5.27487824750853,-4.63341752945267,-0.641460718055864,31,"Female","English","White","PA","Bachelor's","$70K-$100K","Slightly Liberal"
"280","12/3/19 18:11",2,2,4,2,4,4,4,2,2,4,2,-2.11051962825957,-1.0924961248548,-1.01802350340477,29,"Male","English","Asian","CA","Bachelor's","$40K-$70K","Moderate"
"281","12/3/19 19:14",3,3,3,2,3,3,3,2,2,3,3,-5.78661479218508,-4.04064591955608,-1.74596887262901,28,"Male","English","White","IN","Bachelor's","$70K-$100K","Moderate"
